,Base Website,Scraped Page,Page Type,Emails,Phone Numbers
32,https://www.cppt.cz/nase-zarizeni/ambulance-pro-nelatkove-zavislosti,https://www.cppt.cz/nase-zarizeni/ambulance-pro-nelatkove-zavislosti,main,"kcentrum@cppt.cz, dotazy@cppt.cz, g.ambulance@cppt.cz, po.cem@cppt.cz","+420 724 384 461, 306530830, +420 602 686 893, +420 377 421 374, +420 724 210 413, 377 421 034, +420 731 183 394, +420 724 890 073, +420 377 421 374, +420 725 053 118, +420 731 522 288, +420 731 522 288, +420 373 323 645"
33,https://www.cppt.cz/nase-zarizeni/ambulance-pro-nelatkove-zavislosti,https://www.cppt.cz/pro-media/napsali-o-nas,contact,,
34,https://www.cppt.cz/nase-zarizeni/ambulance-pro-nelatkove-zavislosti,https://www.cppt.cz/kontakty/zakladni-kontakt,contact,,"377 421 034, 306530830"
35,https://www.cppt.cz/nase-zarizeni/ambulance-pro-nelatkove-zavislosti,https://www.cppt.cz/nase-zarizeni/kontaktni-centrum,contact,"kcentrum@cppt.cz, dotazy@cppt.cz, po.cem@cppt.cz","+420 724 210 413, +420 731 522 288, +420 377 421 374"
36,https://www.cppt.cz/nase-zarizeni/ambulance-pro-nelatkove-zavislosti,https://www.cppt.cz/kontakty/kontakty-na-zarizeni,contact,,"+420 724 384 461, +420 602 686 893, +420 731 183 394, +420 724 890 073, +420 377 421 374, +420 725 053 118, +420 731 522 288, +420 373 323 645"
37,https://www.elvahelp.cz,https://www.elvahelp.cz,main,"983thelenova.elvahelp@centrum.czS, andreabaja@seznam.cz, thelenova.elvahelp@centrum.cz.PhDr, 304handicap.help@seznam.czPhDr","606 209 184, +420 606 602 983, 505353389, 607 725 304, +420 607 725 304"
38,https://www.elvahelp.cz,https://www.elvahelp.cz#contact,contact,"304handicap.help@seznam.czPhDr, thelenova.elvahelp@centrum.cz.PhDr, andreabaja@seznam.cz, 983thelenova.elvahelp@centrum.czS","+420 606 602 983, 606 209 184, 505353389, 607 725 304, +420 607 725 304"
39,https://www.unko.cz/,https://www.unko.cz/,main,,
40,https://www.ekatalog.cz/firma/268148-mudr-vlasta-hoskova-psychiatrie/,https://www.ekatalog.cz/firma/268148-mudr-vlasta-hoskova-psychiatrie/,main,,"269462662, 777 714 121"
41,https://www.ekatalog.cz/firma/268148-mudr-vlasta-hoskova-psychiatrie/,https://www.ekatalog.cz/kontakty/,contact,,269462662
42,https://www.ekatalog.cz/firma/268148-mudr-vlasta-hoskova-psychiatrie/,https://www.ekatalog.cz/o-nas/,contact,,777 714 121
43,https://psychologicke-centrum-kromeriz.webnode.cz/,https://psychologicke-centrum-kromeriz.webnode.cz/,main,,"604 267 336, 739 119 047, +420 604 26 73 36, 605 489 593"
44,https://psychologicke-centrum-kromeriz.webnode.cz/,https://psychologicke-centrum-kromeriz.webnode.cz/o-nas/,contact,,+420 604 26 73 36
45,https://psychologicke-centrum-kromeriz.webnode.cz/,https://psychologicke-centrum-kromeriz.webnode.cz/kontakt/,contact,,"739 119 047, +420 604 26 73 36, 605 489 593, 604 267 336"
46,https://www.firmy.cz/detail/384601-mudr-eva-krejci-humpolec.html,https://www.firmy.cz/detail/384601-mudr-eva-krejci-humpolec.html,main,,606 283 373
47,https://www.firmy.cz/detail/2481182-mgr-radek-karchnak-ordinace-klinicke-psychologie-a-psychoterapie-cheb.html,https://www.firmy.cz/detail/2481182-mgr-radek-karchnak-ordinace-klinicke-psychologie-a-psychoterapie-cheb.html,main,881E-mailinfo@personalconsulting.czI,+420 723 887 881
48,https://www.zivot-je-hra.cz/,https://www.zivot-je-hra.cz/,main,mgr.jana.sladka@seznam.cz,+420775287571
49,https://www.registrlekaru.cz/ordinace-psychologie-marcela-kelucova-20975/,https://www.registrlekaru.cz/ordinace-psychologie-marcela-kelucova-20975/,main,,
50,https://www.registrlekaru.cz/ordinace-psychologie-marcela-kelucova-20975/,https://www.registrlekaru.cz/chyba/,contact,,
51,https://tabor.charita.cz/sluzba/1102/,https://tabor.charita.cz/sluzba/1102/,main,"auritus@tabor.charita.cz, info@tabor.charita.cz","731 196 120, 736 256 987, 739 082 765, 739 082 765, 605 385 374, 733 154 793, 603 189 913, 381 255 998, 605 792 195, 734 139 383, 381 255 998, 604 671 387, 739 605 834, 381 255 999, 732 485 038"
52,https://tabor.charita.cz/sluzba/1102/,https://tabor.charita.cz/kontakty/,contact,info@tabor.charita.cz,"381 255 998, 736 256 987, 739 082 765, 739 082 765, 734 139 383, 381 255 998, 381 255 999, 733 154 793, 604 671 387, 739 605 834, 605 792 195"
53,https://tabor.charita.cz/sluzba/1102/,https://tabor.charita.cz/jak-pomahame/auritus-centrum-adiktologickych-sluzeb/kontaktni-centrum-auritus/kontaktni-mistnost/,contact,info@tabor.charita.cz,"381 255 999, 739 082 765, 381 255 998"
54,https://tabor.charita.cz/sluzba/1102/,https://tabor.charita.cz/kdo-jsme/adresar/,contact,info@tabor.charita.cz,"381 255 998, 736 256 987, 739 082 765, 381 255 998"
55,https://tabor.charita.cz/sluzba/1102/,https://tabor.charita.cz/jak-pomahame/auritus-centrum-adiktologickych-sluzeb/kontaktni-centrum-auritus/,contact,"auritus@tabor.charita.cz, info@tabor.charita.cz","381 255 999, 739 082 765, 381 255 998"
56,https://tabor.charita.cz/sluzba/1102/,https://tabor.charita.cz/sluzba/1102/#contacts,contact,info@tabor.charita.cz,"731 196 120, 739 082 765, 381 255 998, 605 385 374, 603 189 913, 732 485 038"
57,https://www.registrlekaru.cz/ordinace-psychiatrie-katerina-volfova-17876/,https://www.registrlekaru.cz/ordinace-psychiatrie-katerina-volfova-17876/,main,,
58,https://www.registrlekaru.cz/ordinace-psychiatrie-katerina-volfova-17876/,https://www.registrlekaru.cz/chyba/,contact,,
59,https://www.poliklinika-km.cz/psychiatrie/,https://www.poliklinika-km.cz/psychiatrie/,main,poliklinika.km@gmail.com,573 338 786
60,https://www.poliklinika-km.cz/psychiatrie/,https://www.poliklinika-km.cz/kontakt/,contact,poliklinika.km@gmail.com,
61,https://www.zlatestranky.cz/profil/H691323,https://www.zlatestranky.cz/profil/H691323,main,"kyinfo@mediatel.cz, barbora.zahradnikova@seznam.cz","+420 841 121 212, 841 12 12 12, 138728250, +420 354 430 001, +420 841 12 12 12, +420 841 12 12 12"
62,https://www.zlatestranky.cz/profil/H691323,https://www.mediatel.cz/produkty/kontakt/,contact,kyinfo@mediatel.cz,"+420 841 121 212, 138728250, +420 841 12 12 12"
63,https://www.zlatestranky.cz/profil/H691323,https://content-cmp.mediatel.cz/Widget/ContactForm?listingIds=58de52975515ef32ac65b489&returnUrl=https%3a%2f%2fwww.zlatestranky.cz%2fprofil%2fH691323,contact,,
64,http://www.janpechar.cz/,http://www.janpechar.cz/,main,jpechar@centrum.cz,777 156 111
65,https://jarmilakrajcova.webnode.cz/,https://jarmilakrajcova.webnode.cz/,main,jarkraj@seznam.cz,+420 777 624 059
66,https://jarmilakrajcova.webnode.cz/,https://jarmilakrajcova.webnode.cz/kontakt/,contact,jarkraj@seznam.cz,+420 777 624 059
67,https://psychologicka-poradna-tabor.cz,https://psychologicka-poradna-tabor.cz,main,,
68,https://www.firmy.cz/detail/385148-mudr-frantisek-zahourek-pisek-budejovicke-predmesti.html,https://www.firmy.cz/detail/385148-mudr-frantisek-zahourek-pisek-budejovicke-predmesti.html,main,,
69,http://www.opvm.cz/,http://www.opvm.cz/,main,poradna@opvm.cz,"732 470 011, 732 421 181"
70,http://www.opvm.cz/,http://www.opvm.cz/o-nas/,contact,,
71,http://www.opvm.cz/,http://www.opvm.cz/kontakt/,contact,poradna@opvm.cz,"732 470 011, 732 421 181"
72,https://www.ledovec.cz/socialni-sluzby/item/30-odborne-socialni-poradenstvi-ledovec,https://www.ledovec.cz/socialni-sluzby/item/30-odborne-socialni-poradenstvi-ledovec,main,info@ledovec.cz,"605 791 357, +420 604 196 074, 739 055 555, 737 163 204, 158462020, 776 100 101, +420 739 355 178, 739 055 555, 603 111 542, 737 957 711, +420 739 054 931"
73,https://www.ledovec.cz/socialni-sluzby/item/30-odborne-socialni-poradenstvi-ledovec,https://www.ledovec.cz/kontakty,contact,info@ledovec.cz,"605 791 357, +420 604 196 074, 158462020, 776 100 101, 603 111 542, +420 739 355 178, 739 055 555, 739 055 555, 737 957 711, 737 163 204"
74,https://search.seznam.cz/search?q=psychiatr%20p%C3%ADsek&sourceid=web&thru=related&sId=cWZTosuX6OhCGTtKeYxH&overlay_type=firmy-hint-1905&overlay_id=firm-13284641,https://search.seznam.cz/search?q=psychiatr%20p%C3%ADsek&sourceid=web&thru=related&sId=cWZTosuX6OhCGTtKeYxH&overlay_type=firmy-hint-1905&overlay_id=firm-13284641,main,,
75,https://cz.linkedin.com/in/jana-kohnov%C3%A1-8a486057,https://cz.linkedin.com/in/jana-kohnov%C3%A1-8a486057,main,,
76,https://hb.charita.cz/jak-pomahame/obcanska-poradna-havlickuv-brod/,https://hb.charita.cz/jak-pomahame/obcanska-poradna-havlickuv-brod/,main,"sekretariat@charitahb.cz, poradna@charitahb.cz","569 431 149, 735 152 976, 603 845 132, 731 514 747, 777 630 447, 565 532 108, 777 736 047, 777 665 582, 604 499 436, 734 455 132, 731 604 786, 731 604 742, 777 736 060, 777 736 048, 777 736 040, 569 425 630, 777 736 062, 737 899 092, 731 604 768, 777 736 043, 731 604 743, 561 110 044, 731 604 757, 777 736 063, 569 426 070, 734 435 226, 739 579 006, 569 333 675, 569 333 679, 569 426 070, 210656667, 737 223 898"
77,https://hb.charita.cz/jak-pomahame/obcanska-poradna-havlickuv-brod/,https://hb.charita.cz/o-charite/napsali-o-nas/,contact,sekretariat@charitahb.cz,"569 426 070, 210656667"
78,https://hb.charita.cz/jak-pomahame/obcanska-poradna-havlickuv-brod/,https://hb.charita.cz/o-charite/kontakty/,contact,sekretariat@charitahb.cz,"569 431 149, 735 152 976, 603 845 132, 731 514 747, 777 630 447, 565 532 108, 777 736 047, 777 665 582, 604 499 436, 734 455 132, 731 604 786, 777 736 060, 777 736 040, 737 899 092, 731 604 768, 777 736 043, 731 604 743, 561 110 044, 731 604 757, 777 736 063, 569 426 070, 734 435 226, 739 579 006, 569 333 675, 569 333 679, 569 426 070, 737 223 898, 777 736 062, 210656667"
79,https://hb.charita.cz/jak-pomahame/obcanska-poradna-havlickuv-brod/,https://hb.charita.cz/kdo-jsme/kontakty/,contact,sekretariat@charitahb.cz,"777 665 582, 734 455 132, 569 333 675, 777 736 060, 731 604 768, 777 630 447, 731 604 757, 569 426 070, 777 736 043, 210656667, 777 736 063, 604 499 436, 734 435 226"
80,https://mudrslanina.webnode.cz/_files/200000069-75c1e75c20/Medajlonek%20Hanzlovsk%C3%BD.pdf,https://mudrslanina.webnode.cz/_files/200000069-75c1e75c20/Medajlonek%20Hanzlovsk%C3%BD.pdf,main,,
81,http://poradnaln.cz/kontakt.html,http://poradnaln.cz/kontakt.html,main,netopilovalucie@gmail.com,734 378 911
82,https://www.mediclinic.cz/lekar/vimperk-havlova,https://www.mediclinic.cz/lekar/vimperk-havlova,main,"psychiatrie1-Vimperk@ordinace.mediclinic.cz, marketing@mediclinic.cz, obchod@mediclinic.cz, info@mediclinic.cz, kariera@mediclinic.cz, finance.uctarna@mediclinic.cz","+420 549 121 549, 844 300 100, 156 890 000, +420 549 121 548, +420 549 121 543, +420 251 034 111, 662277027, +420 549 121 501, +420 388 415 597, +420 737 322 684"
83,https://www.mediclinic.cz/lekar/vimperk-havlova,https://www.mediclinic.cz/kontakty,contact,"marketing@mediclinic.cz, info@mediclinic.cz, finance.uctarna@mediclinic.cz, obchod@mediclinic.cz, kariera@mediclinic.cz","+420 549 121 549, 844 300 100, 156 890 000, +420 549 121 548, +420 549 121 543, +420 251 034 111, 662277027, +420 549 121 501, +420 737 322 684"
84,https://www.psychiatr.info/#utm_source=firmy.cz&utm_medium=ppd&utm_campaign=firmy.cz-385369,https://www.psychiatr.info/#utm_source=firmy.cz&utm_medium=ppd&utm_campaign=firmy.cz-385369,main,medic@centrum.cz,602 955 155
85,http://obcanskaporadna.cz,http://obcanskaporadna.cz,main,"info@obcanskaporadna.cz, opj@volny.cz","739 178 390, 605 083 934, 567 330 164, 135901885"
86,http://obcanskaporadna.cz,http://obcanskaporadna.cz/kontakt/,contact,"info@obcanskaporadna.cz, opj@volny.cz","739 178 390, 605 083 934, 567 330 164, 135901885"
87,http://obcanskaporadna.cz,http://obcanskaporadna.cz/o-nas/,contact,,
88,https://www.firmy.cz/detail/2422937-mudr-veronika-pavlacka-vaverkova-stare-mesto.html,https://www.firmy.cz/detail/2422937-mudr-veronika-pavlacka-vaverkova-stare-mesto.html,main,,+420 739 122 265
89,http://dusevnizdravi.com/centrum-dusevniho-zdravi/,http://dusevnizdravi.com/centrum-dusevniho-zdravi/,main,"info.dusevnizdravi@gmail.com, tym@cdzprerov.cz","731 501 999, 773 381 583, 777 929 291, 730 155 210, 583 035 220, 777 929 203, 730 155 209, 731 656 096, 739 027 220, 777 929 218, 777 929 215"
90,http://dusevnizdravi.com/centrum-dusevniho-zdravi/,http://dusevnizdravi.com/o-nas/,contact,info.dusevnizdravi@gmail.com,777 929 215
