,Base Website,Scraped Page,Page Type,Emails,Phone Numbers
20,https://www.kappa-praha.cz/,https://www.kappa-praha.cz/kontakt,contact,"hradcanska@kappa-praha.cz, praha7@kappa-praha.cz","+420 730 513 343, +420 604 235 351"
21,https://www.ceskalipa.charita.cz,https://www.ceskalipa.charita.cz,main,info@ceskalipa.charita.cz,"733 566 267, 733 566 267, 334490580"
22,https://www.ceskalipa.charita.cz,https://www.ceskalipa.charita.cz/kdo-jsme/,contact,info@ceskalipa.charita.cz,733 566 267
23,https://www.ceskalipa.charita.cz,https://www.ceskalipa.charita.cz/kdo-jsme/o-nas/,contact,info@ceskalipa.charita.cz,733 566 267
24,https://www.ceskalipa.charita.cz,https://www.ceskalipa.charita.cz/kontakt/,contact,info@ceskalipa.charita.cz,"733 566 267, 733 566 267, 334490580"
25,https://www.cestaintegrace.cz,https://www.cestaintegrace.cz,main,"tereza.zajickova@cestaintegrace.cz, marketa.hubinkova@cestaintegrace.cz, poradnamnichovice@cestaintegrace.cz, poradnaricany@cestaintegrace.czporadnaobetem, petra.nyklova@cestaintegrace.cz, klubcesta@cestaintegrace.cz, pavla.lubinova@cestaintegrace.cz, info@cestaintegrace.cz, poradnaobetem@cestaintegrace.cz, poradnabenesov@cestaintegrace.cz","721 516 274, 606 074 257, 774 780 541, 312 315 284, 728 677 285, 774 780 540, 774 780 107, 312 315 287, 725 123 990"
26,https://www.cestaintegrace.cz,https://www.cestaintegrace.cz/kontakty/kontakty-vedeni-spolecnosti/,contact,"tereza.zajickova@cestaintegrace.cz, marketa.hubinkova@cestaintegrace.cz, klubcesta@cestaintegrace.cz, pavla.lubinova@cestaintegrace.cz, info@cestaintegrace.cz, petra.nyklova@cestaintegrace.cz","774 780 541, 728 677 285, 774 780 540, 312 315 287, 725 123 990"
27,https://www.cestaintegrace.cz,https://www.cestaintegrace.cz/o-nas/,contact,"klubcesta@cestaintegrace.cz, info@cestaintegrace.cz","312 315 287, 774 780 541, 728 677 285"
28,https://www.cestaintegrace.cz,https://www.cestaintegrace.cz/kontakty/,contact,"klubcesta@cestaintegrace.cz, info@cestaintegrace.cz","312 315 287, 774 780 541, 728 677 285"
29,https://www.fnmotol.cz/,https://www.fnmotol.cz/,main,"Motolinfekce@fnmotol.cz, chrevmatologie@fnmotol.cz, Motolrehabilitace@fnmotol.cz, Motolpneumologie.objednavky@fnmotol.cz, ivynutricniambulance@fnmotol.cz, ockovani@fnmotol.czo, Motolbiochemie@fnmotol.cz, ambulance.chirurgie@fnmotol.cz, Motolortopedie.deti@fnmotol.cz, epacs@fnmotol.cz, Motolocni.dosp@fnmotol.cz, neurogenetika@fnmotol.czneurogenetick, Motolkarim@fnmotol.cz, Motolonkologie@fnmotol.cz, rnanemocnicni.lekarna@fnmotol.cz, gabriela.vejvodova@fnmotol.cz, novorozenci@fnmotol.cz, Motolkardiochirurgie@fnmotol.czP, Motolorl.dospeli@fnmotol.cz, Motolnchfnm@fnmotol.cz, reditelstvi@fnmotol.cz, kozni@fnmotol.cz, Motoldetske.orl@fnmotol.cz, Motolpatologie@fnmotol.cz, bankyautotransfuze@fnmotol.cz, Motolnuklearni@fnmotol.czEndokrinologie, hematologie.kdho@fnmotol.cz, Motolgeriatrie@fnmotol.cz, genetikyivfmotol@fnmotol.cz, Motol3chamb@fnmotol.cz, linda.lejtnarova@fnmotol.cz, klin.tel.lek@fnmotol.cz, detska.foniatrie@fnmotol.cz, Motolmikrobiologie@fnmotol.cz, Motolrecepce.rehabilitace@fnmotol.cz, Motolkardiologie@fnmotol.cz, ops@fnmotol.cz, tidetske.kozni@fnmotol.cz, eprimarnipece@fnmotol.cz, Motolchirurgie.poradny@fnmotol.cz, chirurgie.plastika@fnmotol.cz, geneticka.ambulance@fnmotol.cz, Motolpsycha@fnmotol.cz, nlpp@fnmotol.czInformace, Motolneurologie@fnmotol.cz, Motoldetska.kzm@fnmotol.cz, cevni.ambulance@fnmotol.czC, transplantace@fnmotol.cz, Motolurologie@fnmotol.cz, indikacni.ambulanceKVCH@fnmotol.czKardiologick, petra.maliskova@fnmotol.cz, Motolspondylochirurgie@fnmotol.cz, ombudsman@fnmotol.cz, Motol1.ortopedie@fnmotol.cz, psychiatrie@fnmotol.czl, Motolgenetika.sestry@fnmotol.cz, Motoldospela.imunologie@fnmotol.cz, centrumbolesti@seznam.cz, pohybova.terapie@fnmotol.cz, podatelna@fnmotol.czID, Motolocni.deti@fnmotol.cz, Motolstomatologie@fnmotol.cz, Motolortopedie.dospeli@fnmotol.cz, Motoldetneuamb@fnmotol.cz, bankyottb@fnmotol.cz, pravni@fnmotol.cz, ortodoncie@fnmotol.cz, Motol2135rodice@fnmotol.cz, Motolinterna@fnmotol.cz, Motoldetske.kardiocentrum@fnmotol.cz, hematologieokhd@fnmotol.cz, Motolvysetreni.kdho@fnmotol.cz","224 432 690, 224 434 215, 224 438 185, 224 436 757, 224 434 566, 224 433 691, 224 434 400, 720 816 837, 727 812 266, 224 435 211, 224 433 184, 224 438 133, 224 436 930, 224 432 975, 720 816 807, 224 435 072, 224 431 193, 602 228 657, 224 433 171, 224 435 466, 224 435 263, 224 434 027, 224 436 568, 224 434 628, 224 433 653, 224 438 770, 224 434 082, 224 435 736, 224 435 583, 224 434 806, 224 438 590, 720 816 810, 224 433 834, 720 816 777, 224 431 111, 224 434 272, 224 435 601, 224 434 295, 224 433 758, 224 438 828, 224 434 914, 720 816 863, 224 438 145, 224 437 000, 224 435 502, 224 432 976, 720 816 856, 720 816 836, 224 439 283, 224 434 297, 224 433 749, 720 816 858, 224 433 650, 720 816 821, 224 432 592, 224 436 646, 224 433 681, 601 362 591, 720 816 845, 224 434 269, 224 434 174, 224 438 178, 720 816 850, 224 433 840, 224 434 326, 720 816 784, 224 435 179, 224 443 567, 224 431 087, 224 434 126, 224 434 128, 224 438 129, 224 434 626, 224 433 750, 722 983 810, 224 433 819, 720 816 808, 602 281 523, 224 436 537, 224 435 540, 224 432 101, 720 816 793, 720 816 862, 224 436 788, 224 435 060, 224 432 336, 720 816 824, 224 434 267, 224 438 127, 224 435 390, 224 435 983, 224 435 250, 224 432 691, 224 433 925, 224 435 264, 224 434 401, 720 816 794, 224 431 026, 224 438 383, 720 816 827, 720 816 796, 224 436 767, 727 971 913, 720 816 780, 224 432 109, 720 816 848, 224 434 298, 720 816 849, 224 435 031, 720 913 764, 224 438 124, 224 435 331, 224 434 182, 224 435 153, 224 436 801, 224 438 560, 720 816 715, 720 816 818, 224 434 760, 224 432 501, 224 435 440, 224 438 569, 224 436 756, 602 278 701, 224 438 972, 224 432 781, 720 816 770, 720 816 854, 224 431 131, 224 432 564, 224 433 652, 224 433 564, 702 024 169, 224 433 440, 720 816 861, 224 436 803, 224 435 976, 224 435 012, 720 816 846, 720 816 851, 720 816 822, 224 438 110, 720 816 819, 224 438 183, 224 437 001"
30,https://www.fnmotol.cz/,https://www.fnmotol.cz/o-nas/,contact,,
31,https://www.fnmotol.cz/,https://www.fnmotol.cz/kariera/kontakt/,contact,"linda.lejtnarova@fnmotol.cz, gabriela.vejvodova@fnmotol.cz","224 431 193, 224 431 131"
32,https://www.fnmotol.cz/,https://www.fnmotol.cz/ombudsman/kontakt/,contact,"petra.maliskova@fnmotol.cz, ombudsman@fnmotol.cz","224 437 000, 224 437 001"
33,https://www.fnmotol.cz/,https://www.fnmotol.cz/kontakty/kontakty-na-pracoviste/,contact,"Motolinfekce@fnmotol.cz, chrevmatologie@fnmotol.cz, detska.foniatrie@fnmotol.cz, Motolmikrobiologie@fnmotol.cz, Motolrehabilitace@fnmotol.cz, Motolrecepce.rehabilitace@fnmotol.cz, Motolkardiologie@fnmotol.cz, Motolpneumologie.objednavky@fnmotol.cz, ivynutricniambulance@fnmotol.cz, ockovani@fnmotol.czo, Motolbiochemie@fnmotol.cz, ambulance.chirurgie@fnmotol.cz, tidetske.kozni@fnmotol.cz, Motolortopedie.deti@fnmotol.cz, eprimarnipece@fnmotol.cz, epacs@fnmotol.cz, Motolocni.dosp@fnmotol.cz, neurogenetika@fnmotol.czneurogenetick, Motolkarim@fnmotol.cz, Motolchirurgie.poradny@fnmotol.cz, Motolonkologie@fnmotol.cz, chirurgie.plastika@fnmotol.cz, rnanemocnicni.lekarna@fnmotol.cz, geneticka.ambulance@fnmotol.cz, Motolpsycha@fnmotol.cz, novorozenci@fnmotol.cz, Motolneurologie@fnmotol.cz, Motolkardiochirurgie@fnmotol.czP, Motoldetska.kzm@fnmotol.cz, cevni.ambulance@fnmotol.czC, transplantace@fnmotol.cz, Motolorl.dospeli@fnmotol.cz, Motolurologie@fnmotol.cz, indikacni.ambulanceKVCH@fnmotol.czKardiologick, Motolnchfnm@fnmotol.cz, kozni@fnmotol.cz, Motoldetske.orl@fnmotol.cz, Motolspondylochirurgie@fnmotol.cz, Motol1.ortopedie@fnmotol.cz, Motolpatologie@fnmotol.cz, psychiatrie@fnmotol.czl, Motolgenetika.sestry@fnmotol.cz, Motoldospela.imunologie@fnmotol.cz, centrumbolesti@seznam.cz, bankyautotransfuze@fnmotol.cz, pohybova.terapie@fnmotol.cz, Motolocni.deti@fnmotol.cz, Motolstomatologie@fnmotol.cz, Motolnuklearni@fnmotol.czEndokrinologie, hematologie.kdho@fnmotol.cz, Motolortopedie.dospeli@fnmotol.cz, Motoldetneuamb@fnmotol.cz, Motolgeriatrie@fnmotol.cz, bankyottb@fnmotol.cz, genetikyivfmotol@fnmotol.cz, ortodoncie@fnmotol.cz, Motol3chamb@fnmotol.cz, Motol2135rodice@fnmotol.cz, Motolinterna@fnmotol.cz, Motoldetske.kardiocentrum@fnmotol.cz, klin.tel.lek@fnmotol.cz, hematologieokhd@fnmotol.cz, Motolvysetreni.kdho@fnmotol.cz","224 432 690, 224 434 215, 224 438 185, 224 436 757, 224 434 566, 224 434 400, 720 816 837, 727 812 266, 224 435 211, 224 433 184, 224 438 133, 224 436 930, 224 432 975, 720 816 807, 224 435 072, 602 228 657, 224 433 171, 224 435 466, 224 435 263, 224 434 027, 224 436 568, 224 434 628, 224 438 770, 224 434 082, 224 433 653, 224 435 736, 224 435 583, 224 434 806, 720 816 810, 224 438 590, 224 433 834, 720 816 777, 224 434 272, 224 435 601, 224 434 295, 224 433 758, 224 438 828, 224 434 914, 720 816 863, 224 438 145, 224 435 502, 224 432 976, 720 816 856, 720 816 836, 224 439 283, 224 434 297, 224 433 749, 720 816 858, 224 433 650, 720 816 821, 224 432 592, 224 436 646, 601 362 591, 720 816 845, 224 434 269, 224 434 174, 224 438 178, 720 816 850, 224 433 840, 224 434 326, 720 816 784, 224 435 179, 224 443 567, 224 434 126, 224 434 128, 224 438 129, 224 434 626, 224 433 750, 722 983 810, 224 433 819, 720 816 808, 602 281 523, 224 436 537, 224 435 540, 224 432 101, 720 816 793, 720 816 862, 224 436 788, 224 435 060, 224 432 336, 720 816 824, 224 434 267, 224 438 127, 224 435 390, 224 435 983, 224 435 250, 224 432 691, 224 433 925, 224 435 264, 224 434 401, 720 816 794, 224 438 383, 720 816 827, 720 816 796, 224 436 767, 727 971 913, 720 816 780, 224 432 109, 720 816 848, 224 434 298, 720 816 849, 224 435 031, 720 913 764, 224 438 124, 224 435 331, 224 434 182, 224 435 153, 224 436 801, 224 438 560, 720 816 715, 720 816 818, 224 434 760, 224 432 501, 224 435 440, 224 438 569, 224 436 756, 602 278 701, 224 438 972, 224 432 781, 720 816 770, 720 816 854, 224 432 564, 224 433 652, 224 433 564, 702 024 169, 224 433 440, 720 816 861, 224 436 803, 224 435 976, 224 435 012, 720 816 846, 720 816 851, 720 816 822, 224 438 110, 720 816 819, 224 438 183"
34,https://www.fnmotol.cz/,https://www.fnmotol.cz/kontakty/,contact,"reditelstvi@fnmotol.cz, pravni@fnmotol.cz, nlpp@fnmotol.czInformace, ops@fnmotol.cz, podatelna@fnmotol.czID","224 433 653, 224 433 681, 224 431 026, 224 436 767, 224 431 087, 224 438 590, 224 433 650, 224 433 652, 224 433 691, 224 431 111"
35,https://www.jablonec.diakonie.cz,https://www.jablonec.diakonie.cz,main,,"+420 732 571 264, +420 603 456 244, +420 721 008 313, 210141338, +420 603 291 933, +420 730 844 353, +420 604 884 505"
36,https://www.jablonec.diakonie.cz,https://www.jablonec.diakonie.cz/Kontakty/,contact,,"+420 732 571 264, +420 721 008 313, 210141338, +420 604 884 505, +420 603 456 244, +420 603 291 933, +420 730 844 353"
37,https://www.charitafm.cz,https://www.charitafm.cz,main,info@charitafm.cz,"733 741 897, 732 997 148, 211285805, 737 245 265, 731 694 749, 731 688 521, 732 746 536, 605 121 471, 737 627 872, 733 676 671, 731 163 087, 731 688 521, 731 697 569, 733 433 177, 603 356 766, 603 977 984, 733 676 687, 734 762 193, 737 263 877"
38,https://www.charitafm.cz,https://www.charitafm.cz/kontakty2/,contact,info@charitafm.cz,"731 688 521, 731 688 521, 211285805"
39,https://www.charitafm.cz,https://www.charitafm.cz/kontakty2/kontakty-lide/,contact,info@charitafm.cz,"211285805, 737 245 265, 731 694 749, 605 121 471, 737 627 872, 731 697 569, 731 688 521, 733 433 177, 603 977 984, 734 762 193, 737 263 877, 733 741 897, 732 997 148, 732 746 536, 731 688 521, 733 676 671, 731 163 087, 603 356 766, 733 676 687"
40,https://www.charitafm.cz,https://www.charitafm.cz/kontakty2/kontakty-sluzby/,contact,info@charitafm.cz,"731 688 521, 731 688 521, 211285805"
41,https://www.dchoo.charita.cz,https://www.dchoo.charita.cz,main,info@dchoo.charita.cz,"733 741 712, 733 741 712"
42,https://www.dchoo.charita.cz,https://www.dchoo.charita.cz/kontakty/,contact,info@dchoo.charita.cz,"733 741 712, 733 741 712"
43,https://www.dchoo.charita.cz,https://www.dchoo.charita.cz/o-nas/,contact,info@dchoo.charita.cz,733 741 712
44,https://www.dchoo.charita.cz,https://www.dchoo.caritas.cz/adresar/?o=diecezni-charita-ostravsko-opavska,contact,info@dchoo.charita.cz,"733 741 712, 733 741 712"
45,https://www.prozdravi21.cz,https://www.prozdravi21.cz,main,"z.benesova@prozdravi21.cz, info@prozdravi21.cz, j.schejbalova@prozdravi21.cz, o.kuchtova@prozdravi21.cz, l.vaskova@prozdravi21.cz, e.dvorakova@prozdravi21.cz, t.drozd@prozdravi21.cz, j.benesova@prozdravi21.cz, m.horcickova@prozdravi21.cz, j.wagnerova@prozdravi21.cz, i.kotvova@prozdravi21.cz","493510227, 605 089 775, 855622026, 702 013 352, 702 013 354, 727 857 678, 770 620 940, 733 450 334, 730 195 557, 704 979 979, 775 593 966"
46,https://www.prozdravi21.cz,https://www.prozdravi21.cz/kontakt-2/,contact,"z.benesova@prozdravi21.cz, info@prozdravi21.cz, j.schejbalova@prozdravi21.cz, o.kuchtova@prozdravi21.cz, l.vaskova@prozdravi21.cz, e.dvorakova@prozdravi21.cz, t.drozd@prozdravi21.cz, j.benesova@prozdravi21.cz, m.horcickova@prozdravi21.cz, j.wagnerova@prozdravi21.cz, i.kotvova@prozdravi21.cz","493510227, 605 089 775, 855622026, 702 013 352, 702 013 354, 727 857 678, 770 620 940, 733 450 334, 730 195 557, 704 979 979, 775 593 966"
47,https://www.poradnazl.cz/,https://www.poradnazl.cz/,main,,"572 551 352, 571 411 426, 735 107 633, 734 780 348, 572 638 148, 571 621 643, 575 570 491, 575 570 596, 731 663 193, 605 707 770, 703 401 833, 730 574 138, 575 570 564"
48,https://www.poradnazl.cz/,https://www.poradnazl.cz/index.php/slavicin/pobocka-slavicin/kontakt-slavicin,contact,,575 570 596
49,https://www.poradnazl.cz/,https://www.poradnazl.cz/index.php/uh-brod/pobocka-ub/kontakt-ub,contact,,572 638 148
50,https://www.poradnazl.cz/,https://www.poradnazl.cz/index.php/uh-hradiste/pobocka-uh/kontakt-zlin,contact,,"572 551 352, 735 107 633"
51,https://www.poradnazl.cz/,https://www.poradnazl.cz/index.php/kontakt,contact,,"730 574 138, 575 570 491"
52,https://www.poradnazl.cz/,https://www.poradnazl.cz/index.php/valasske-mezirici/pobocka-vm/kontakt-vm,contact,,571 621 643
53,https://www.poradnazl.cz/,https://www.poradnazl.cz/index.php/holesov/pobocka-hol/kontakt-hol,contact,,575 570 564
54,https://www.poradnazl.cz/,https://www.poradnazl.cz/index.php/vsetin/pobocka-vs/kontakt-vs,contact,,"571 411 426, 731 663 193"
55,https://www.poradnazl.cz/,https://www.poradnazl.cz/index.php/zlin/pobocka-zlin/kontakt-zlin,contact,,"734 780 348, 575 570 491"
56,https://www.poradnazl.cz/,https://www.poradnazl.cz/index.php/kromeriz/pobocka-km/kontakt-km,contact,,"575 570 564, 703 401 833, 605 707 770"
57,https://www.melaops.cz,https://www.melaops.cz,main,"orsakova@melaops.cz, kratina@melaops.cz, poradnamela@volny.cz, chlastakova@melaops.cz, poradnamela@gmail.com","115-829895, +420 607 172 789, +420 604 965 099, 222194779, 607 284 795, +420 774 845 493, +420 736 620 819, +420 607 284 795, +420 730 540 666, 604 965 099"
58,https://www.melaops.cz,https://www.melaops.cz/kontakt/,contact,"chlastakova@melaops.cz, orsakova@melaops.cz, kratina@melaops.cz, poradnamela@volny.cz","+420 607 172 789, +420 604 965 099, 222194779, +420 774 845 493, +420 736 620 819, +420 730 540 666"
59,https://www.melaops.cz,https://www.melaops.cz/poskytovane-sluzby/stacionare,contact,"chlastakova@melaops.cz, poradnamela@gmail.com","+420 774 845 493, 604 965 099, +420 607 284 795"
60,https://www.melaops.cz,https://www.melaops.cz/o-nas/,contact,,
61,https://www.clovekvtisni.cz,https://www.clovekvtisni.cz,main,"adriana.cerna@clovekvtisni.cz, mail@clovekvtisni.czDostupnost, dary@clovekvtisni.czKlub, vaclav.zeman@clovekvtisni.cz, dary@clovekvtisni.cz, michal.puchel@clovekvtisni.cz, petr.stefan@clovekvtisni.cz, media@clovekvtisni.czDary, ondrej.lukas@clovekvtisni.cz, tereza.hronova@clovekvtisni.cz, Ukrajinadary.ukrajina@clovekvtisni.cz, ladislav.brustik@clovekvtisni.cz, jan.kovalik@clovekvtisni.cz, tomas.urban@clovekvtisni.cz, barbora.vrablikova@clovekvtisni.czKontakty, milada.vachova@peopleinneed.net, eva.kroupova@clovekvtisni.cz, jakprezitdluhy@clovekvtisni.cz, pomocsp@clovekvtisni.czDary, telkp@clovekvtisni.czSkute, kariera@clovekvtisni.cz","+420 734 428 384, +420 731 520 896, 420 776 186, +420 608 817 958, +420 774 819 964, +420 725 755 408, +420 734 610 139, +420 777 162 464, +420 731 129 553, 770-600-800, +420 737 456 771, +420 777 787 943, +420 604 800 624, +420 770 600 800"
62,https://www.clovekvtisni.cz,https://www.clovekvtisni.cz/zapojte-se-do-aktivit-cloveka-v-tisni-6858gp#pracujte-pro-nas,contact,"media@clovekvtisni.czDary, dary@clovekvtisni.czKlub, pomocsp@clovekvtisni.czDary, telkp@clovekvtisni.czSkute, Ukrajinadary.ukrajina@clovekvtisni.cz",+420 770 600 800
