,Base Website,Scraped Page,Page Type,Emails,Phone Numbers
20,http://www.cheiront.cz/,http://www.cheiront.cz/kontakt,contact,"tmivycichlova@cheiront.cz, tmikacirkova@cheiront.cz, organizacevarga@cheiront.cz, krecanova@cheiront.cz, esebankova@cheiront.cz, brabcova@cheiront.cz, tmibenakovapilzova@cheiront.cz, erkaseidlova@cheiront.cz, tmigruber@cheiront.cz, kramolisova@cheiront.cz, tuhackova@cheiront.cz, kremen@cheiront.cz, zemanova@cheiront.cz, duskova@cheiront.cz, cheiront@cheiront.cz, karasova@cheiront.cz, rcecilkova@cheiront.cz, specialistkamikova@cheiront.cz","200041300, +420 775 407 455, +420 603 526 246, +420 777 683 338, +420 777 128 591, +420 608 460 868, +420 608 881 716, +420 735 828 577, 775 251 695, +420 778 099 786, +420 775 959 236, 997874026, +420 778 000 382, +420 607 033 757, +420 775 845 300, 774 796 336"
21,http://klinickypsychologvsetin.cz,http://klinickypsychologvsetin.cz,main,,"+420 722 931 107, +420 571 424 699"
22,http://obcanskaporadna.cz,http://obcanskaporadna.cz,main,"opj@volny.cz, info@obcanskaporadna.cz","605 083 934, 135901885, 567 330 164, 739 178 390"
23,http://obcanskaporadna.cz,http://obcanskaporadna.cz/o-nas/,contact,,
24,http://obcanskaporadna.cz,http://obcanskaporadna.cz/kontakt/,contact,"opj@volny.cz, info@obcanskaporadna.cz","605 083 934, 135901885, 567 330 164, 739 178 390"
25,http://www.nadeje.cz,http://www.nadeje.cz,main,"Mikolas.opletal@socialnibydleni.org, nadeje@nadeje.cz","+420 774 645 467, 114875148, 265522152, 148881488, +420 775 868 858"
26,http://www.klinic.cz/,http://www.klinic.cz/,main,e-mailklinickapsychologieR@klinic.cz,+420 603 396 912
27,http://www.klinic.cz/,http://www.klinic.cz/#kontaktujtenas,contact,e-mailklinickapsychologieR@klinic.cz,+420 603 396 912
28,http://www.clovekvtisni.cz,http://www.clovekvtisni.cz,main,"adriana.cerna@clovekvtisni.cz, mail@clovekvtisni.czDostupnost, dary@clovekvtisni.czKlub, vaclav.zeman@clovekvtisni.cz, dary@clovekvtisni.cz, michal.puchel@clovekvtisni.cz, petr.stefan@clovekvtisni.cz, media@clovekvtisni.czDary, ondrej.lukas@clovekvtisni.cz, tereza.hronova@clovekvtisni.cz, Ukrajinadary.ukrajina@clovekvtisni.cz, ladislav.brustik@clovekvtisni.cz, jan.kovalik@clovekvtisni.cz, tomas.urban@clovekvtisni.cz, barbora.vrablikova@clovekvtisni.czKontakty, milada.vachova@peopleinneed.net, eva.kroupova@clovekvtisni.cz, jakprezitdluhy@clovekvtisni.cz, pomocsp@clovekvtisni.czDary, telkp@clovekvtisni.czSkute, kariera@clovekvtisni.cz","+420 734 428 384, +420 731 520 896, 420 776 186, +420 608 817 958, +420 774 819 964, +420 725 755 408, +420 734 610 139, +420 777 162 464, +420 731 129 553, 770-600-800, +420 737 456 771, +420 777 787 943, +420 604 800 624, +420 770 600 800"
29,http://www.clovekvtisni.cz,http://www.clovekvtisni.cz/kdo-jsme/o-nas,contact,"media@clovekvtisni.czDary, dary@clovekvtisni.czKlub, pomocsp@clovekvtisni.czDary, telkp@clovekvtisni.czSkute, Ukrajinadary.ukrajina@clovekvtisni.cz",+420 770 600 800
30,http://www.clovekvtisni.cz,https://www.clovekvtisni.cz/kariera,contact,"media@clovekvtisni.czDary, dary@clovekvtisni.czKlub, pomocsp@clovekvtisni.czDary, telkp@clovekvtisni.czSkute, Ukrajinadary.ukrajina@clovekvtisni.cz",+420 770 600 800
31,http://www.clovekvtisni.cz,http://www.clovekvtisni.cz/kdo-jsme/pro-media,contact,"adriana.cerna@clovekvtisni.cz, jan.kovalik@clovekvtisni.cz, tomas.urban@clovekvtisni.cz, milada.vachova@peopleinneed.net, eva.kroupova@clovekvtisni.cz, dary@clovekvtisni.czKlub, vaclav.zeman@clovekvtisni.cz, michal.puchel@clovekvtisni.cz, petr.stefan@clovekvtisni.cz, pomocsp@clovekvtisni.czDary, media@clovekvtisni.czDary, ondrej.lukas@clovekvtisni.cz, telkp@clovekvtisni.czSkute, tereza.hronova@clovekvtisni.cz, Ukrajinadary.ukrajina@clovekvtisni.cz, ladislav.brustik@clovekvtisni.cz","+420 731 520 896, 420 776 186, +420 608 817 958, +420 774 819 964, +420 725 755 408, +420 734 610 139, +420 777 162 464, +420 731 129 553, +420 770 600 800, +420 737 456 771, +420 777 787 943, +420 604 800 624"
32,http://www.clovekvtisni.cz,https://klima.clovekvtisni.cz,contact,barbora.vrablikova@clovekvtisni.czKontakty,
33,http://www.clovekvtisni.cz,http://www.clovekvtisni.cz/kontakty,contact,"mail@clovekvtisni.czDostupnost, jakprezitdluhy@clovekvtisni.cz, dary@clovekvtisni.czKlub, dary@clovekvtisni.cz, pomocsp@clovekvtisni.czDary, media@clovekvtisni.czDary, telkp@clovekvtisni.czSkute, kariera@clovekvtisni.cz, Ukrajinadary.ukrajina@clovekvtisni.cz, ladislav.brustik@clovekvtisni.cz","+420 770 600 800, +420 734 428 384, +420 774 819 964"
34,http://www.clovekvtisni.cz,https://www.clovekvtisni.cz/kdo-jsme/o-nas,contact,"media@clovekvtisni.czDary, dary@clovekvtisni.czKlub, pomocsp@clovekvtisni.czDary, telkp@clovekvtisni.czSkute, Ukrajinadary.ukrajina@clovekvtisni.cz",+420 770 600 800
35,http://www.clovekvtisni.cz,http://www.clovekvtisni.cz/zapojte-se-do-aktivit-cloveka-v-tisni-6858gp#pracujte-pro-nas,contact,"media@clovekvtisni.czDary, dary@clovekvtisni.czKlub, pomocsp@clovekvtisni.czDary, telkp@clovekvtisni.czSkute, Ukrajinadary.ukrajina@clovekvtisni.cz",+420 770 600 800
36,http://tomashrubykv.cz/,http://tomashrubykv.cz/,main,,"603 176 211, 353 235 208"
37,http://tomashrubykv.cz/,http://tomashrubykv.cz/kontakt/,contact,,"603 176 211, 353 235 208"
38,http://www.janhaase.cz,http://www.janhaase.cz,main,,
39,http://www.opvm.cz/,http://www.opvm.cz/,main,poradna@opvm.cz,"732 470 011, 732 421 181"
40,http://www.opvm.cz/,http://www.opvm.cz/kontakt/,contact,poradna@opvm.cz,"732 470 011, 732 421 181"
41,http://www.opvm.cz/,http://www.opvm.cz/o-nas/,contact,,
42,http://www.luma-mb.cz/,http://www.luma-mb.cz/,main,luma@luma-mb.cz,"+420 777 107 950, +420 774 427 557, +420 774 428 192, +420 774 427 557, +420 777 107 950"
43,http://www.luma-mb.cz/,https://luma-mb.cz/kontakt/,contact,luma@luma-mb.cz,"+420 777 107 950, +420 774 427 557, +420 774 428 192, +420 777 107 950, +420 774 427 557"
44,http://www.luma-mb.cz/,https://luma-mb.cz/o-nas/,contact,luma@luma-mb.cz,+420 774 427 557
45,http://www.cetera.cz,http://www.cetera.cz,main,,"+420 603 417 991, +420 777 282 534, +420 603 574 572, +420 602 267 583"
46,http://www.cetera.cz,http://www.cetera.cz/4-kontakty/,contact,,"+420 603 417 991, +420 777 282 534, +420 603 574 572, +420 602 267 583"
47,http://www.pontis.cz,http://www.pontis.cz,main,"martinka.tomas@pontis.cz, petkova.petra@pontis.cz, fouskova.martina@pontis.cz, pontis@pontis.cz, horackova.blanka@pontis.cz, hanakova.lubica@pontis.cz, livanska.vera@pontis.cz, karlikova.eva@pontis.cz, sobotkova.monika@pontis.cz, brezinova.bohdana@pontis.cz, livansky.jakub@pontis.cz","583 550 235, 777 911 124, 778 087 528, 583 211 766, +420777716030, 777 554 220, 725 380 995, 583 550 238, 774 788 940, 777 911 120, 583 550 237, 777 911 125, 107-119237, 583 550 230, 778 087 717, 583 211 766, 777 716 030, 115-720555, 606 756 700, 774 716 020, 583 211 766"
48,http://www.pontis.cz,http://www.pontis.cz/o-nas/aktuality/pecovatelska-sluzba-nove-az-do-loucne-nad-desnou-514cs.html,contact,"pontis@pontis.cz, sobotkova.monika@pontis.cz","115-720555, 606 756 700, 583 211 766"
49,http://www.pontis.cz,http://www.pontis.cz/kontakt/,contact,"martinka.tomas@pontis.cz, petkova.petra@pontis.cz, pontis@pontis.cz, horackova.blanka@pontis.cz, hanakova.lubica@pontis.cz, livanska.vera@pontis.cz, karlikova.eva@pontis.cz, fouskova.martina@pontis.cz, brezinova.bohdana@pontis.cz, livansky.jakub@pontis.cz","583 550 235, 583 550 237, 777 911 125, 777 911 124, 778 087 528, 583 550 230, 778 087 717, +420777716030, 777 554 220, 583 211 766, 777 716 030, 115-720555, 725 380 995, 583 550 238, 774 716 020, 774 788 940, 583 211 766, 777 911 120"
50,http://www.pontis.cz,http://www.pontis.cz/o-nas/,contact,pontis@pontis.cz,"115-720555, 583 211 766, 583 211 766, 107-119237"
51,http://psychiatrie-rokycany.cz/,http://psychiatrie-rokycany.cz/,main,"psychiatrie.rumlova@seznam.cz, teslikova.optihealth@seznam.cz, vladimirabecvarova@seznam.cz","+420 732 314 409, +420 732 314 409, +420 737 483 373, +420 739 677 689"
52,http://psychiatrie-rokycany.cz/,http://psychiatrie-rokycany.cz/kontakt/,contact,"psychiatrie.rumlova@seznam.cz, teslikova.optihealth@seznam.cz, vladimirabecvarova@seznam.cz","+420 732 314 409, +420 732 314 409, +420 737 483 373, +420 739 677 689"
53,http://psychiatrie-rokycany.cz/,http://psychiatrie-rokycany.cz/o-nas/,contact,,+420 732 314 409
54,http://www.oppp5.cz/,http://www.oppp5.cz/,main,"oppp5@volny.cz, ambulancepraha5@klicov.cz, problem@ditekrize.cz","736 623 983, 241 484 149, 774 212 820, 724 219 335, 241 480 511, +420 251 613 572, 274 772 945, 233 544 611, 777 715 215, 777 664 672, 242 498 335, 604 459 699, 251 614 735, 257 711 387, 233 355 459, 233 321 054, 241 731 406, 604 563 786, +420 251 611 803"
55,http://www.oppp5.cz/,http://www.oppp5.cz/info/uzitecne-kontakty,contact,"oppp5@volny.cz, ambulancepraha5@klicov.cz, problem@ditekrize.cz","774 212 820, 724 219 335, 241 480 511, +420 251 613 572, 274 772 945, 777 664 672, 604 459 699, 251 614 735, 233 321 054, 241 731 406, +420 251 611 803, 736 623 983, 241 484 149, 233 544 611, 777 715 215, 242 498 335, 257 711 387, 233 355 459, 604 563 786"
56,http://www.oppp5.cz/,http://www.oppp5.cz/info/kontakt,contact,oppp5@volny.cz,"+420 251 613 572, +420 251 611 803"
57,http://www.NADEJE.CZ/PLZEN,http://www.NADEJE.CZ/PLZEN,main,"vera.mikova@nadeje.cz, tereza.holzmanova@nadeje.cz, lubos.protivinsky@nadeje.cz","+420 377 456 912, +420 604 930 908, +420 603 869 427, 174914128"
58,http://www.NADEJE.CZ/PLZEN,http://www.NADEJE.CZ/plzen/kontakty,contact,"vera.mikova@nadeje.cz, tereza.holzmanova@nadeje.cz, lubos.protivinsky@nadeje.cz","+420 377 456 912, 174914128, +420 603 869 427, +420 604 930 908"
59,http://ditekrize.cz/,http://ditekrize.cz/,main,"ambulance@ditekrize.czNONSTOP, problem@ditekrize.czskype, ambulance@ditekrize.czAdresa, problem@ditekrize.czSkype, pravniporadna@ditekrize.czLinka, ld@ditekrize.cztel, reditelka@ditekrize.czZ, Rennerrenner@ditekrize.cz, andrtova@ditekrize.czFundraising, bendova@ditekrize.cztel, ambulance@ditekrize.czdatov","024-04-17 11, +420 241 480 511, 024-05-31 10, 92024-03-25, 241 480 511, 776 660 168, 20001-7527, 024-03-25 14, 72024-05-31, +420 241 484 149, +420 777 664 672, 774 728 894, 778 510 510, 777 664 672, 773 235 333, 999009990, 241 484 149, 752701504, +420 778 510 510, 777 664 672, 241 480 511, 777 715 215, 52024-05-30, 024-04-15 10, 52024-04-25, +420 777 715 215, 337773377"
60,http://ditekrize.cz/,https://www.ditekrize.cz/kontakt/,contact,"ambulance@ditekrize.czNONSTOP, problem@ditekrize.czskype, pravniporadna@ditekrize.czLinka, ld@ditekrize.cztel, reditelka@ditekrize.czZ, andrtova@ditekrize.czFundraising, bendova@ditekrize.cztel, ambulance@ditekrize.czdatov","241 484 149, 752701504, 777 664 672, 241 480 511, 776 660 168, 241 480 511, 777 715 215, 20001-7527, +420 241 484 149, 774 728 894, 778 510 510, 777 664 672, 773 235 333, 337773377, 999009990"
61,http://ditekrize.cz/,https://www.ditekrize.cz/o-detskem-krizovem-centru/,contact,Rennerrenner@ditekrize.cz,"+420 241 484 149, 774 728 894"
62,http://psychologslany.cz,http://psychologslany.cz,main,,
63,http://www.at-ambulance.cz/,http://www.at-ambulance.cz/,main,,"977
1996-20, +420 567 574 555"
64,http://ppphodonin.cz,http://ppphodonin.cz,main,,"518 324 112, 518 615 082, 518 606 411"
65,http://ppphodonin.cz,http://ppphodonin.cz/o-nas/,contact,,"518 615 082, 518 606 411, 518 324 112"
66,http://www.arcana.cz/,http://www.arcana.cz/,main,"emailspoluprace@panzdravi.cz, hr@panzdravi.cz, reditel@panzdravi.cz, emailmarketing@panzdravi.cz, info@panzdravi.cz","240186384, 210186384, 703 996 277"
67,http://www.arcana.cz/,https://www.panzdravi.cz/info/kontaktujte-nas/,contact,"emailspoluprace@panzdravi.cz, hr@panzdravi.cz, reditel@panzdravi.cz, emailmarketing@panzdravi.cz, info@panzdravi.cz","240186384, 210186384, 703 996 277"
68,http://www.hodonin.charita.cz,http://www.hodonin.charita.cz,main,"jana.omelkova@hodonin.charita.cz, hodonin@hodonin.charita.cz, kamila.spanelova@hodonin.charita.cz, k-centrum@hodonin.charita.czKde, martina.hurychova@hodonin.charita.czVedouc, k-centrum@hodonin.charita.cz","420 731 428, 420 737 234, 534 001 250, 420 518 343, +420 737 234 094, 534 001 250, 518 343 842"
69,http://www.hodonin.charita.cz,http://www.hodonin.charita.cz/co-delame-och-hodonin/jsem-osoba-ohrozena-zavislosti/kontaktni-centrum-vazka-hodonin/,contact,"hodonin@hodonin.charita.cz, k-centrum@hodonin.charita.czKde, martina.hurychova@hodonin.charita.czVedouc, k-centrum@hodonin.charita.cz, kamila.spanelova@hodonin.charita.cz, jana.omelkova@hodonin.charita.cz","420 731 428, 420 518 343, 420 737 234, 534 001 250, +420 737 234 094, 518 343 842"
70,http://www.hodonin.charita.cz,http://www.hodonin.charita.cz/o-nas/,contact,hodonin@hodonin.charita.cz,534 001 250
71,http://www.hodonin.charita.cz,http://www.hodonin.charita.cz/o-charite/napsali-o-nas/,contact,hodonin@hodonin.charita.cz,534 001 250
72,http://www.hodonin.charita.cz,http://www.hodonin.charita.cz/kontakty-och-hodonin/,contact,hodonin@hodonin.charita.cz,"534 001 250, 534 001 250"
73,http://station17.prevent99.cz,http://station17.prevent99.cz,main,"vacikova@prevent99.czV, js@prevent99.czAdiktologick, nemec@prevent99.cz, pnz@prevent99.cz, cross@prevent99.czStation, kolman@prevent99.cz, harant@prevent99.cz, klajn@prevent99.cz, kcjh@prevent99.cz, info@helcom.cz, velkova@prevent99.cz, kcjh@prevent99.czKontaktn, kcst@prevent99.czWeb, nrp@prevent99.cz, podzimek@prevent99.cz, kccb@prevent99.czKontaktn, sc@prevent99.czDol, stastka@prevent99.cz, kancelar@prevent99.czTel, nemcova@prevent99.cz, sas@prevent99.czCross, binderova@prevent99.czInfo, brozova@prevent99.cz, nrp@prevent99.czPodpora, spot@prevent99.cz, kcpt@prevent99.cz, posta@mpsv.cz, bauerova@prevent99.czV, kccb@prevent99.cz, cppr@prevent99.czPodpora, asv@prevent99.czKontaktn, ap.strakonice@prevent99.czAdiktologick, oznameni@avpo.cztelefonicky, platzerova@prevent99.cz, kcst@prevent99.czPoradna, station17@prevent99.czSPOT, kcpt@prevent99.czKontaktn, dc@prevent99.czAdiktologick, cadova@prevent99.cz, kancelar@prevent99.cz, ap@prevent99.czAdiktologick, ap.prachatice@prevent99.czSubstitu","+420 725 952 177, 601 506 043, 386 350 380, 725 708 078, 607 038 140, 723 527 512, 725 935 787, 720 960 314, 602 570 366, 775 567 704, 420 739 655, 387 201 738, 381 255 999, 607 814 542, +420386720600, 725 952 177, +420 601 531 511, 725 581 884, 775588533, 727 885 787, 727 961 840, 607 770 655, 727 915 927, 388 310 147, +420 725 708 078, 736 634 126, 601 536 872, +420 725 839 389, 725 775 509, 725 456 750, 212818883, 724 020 311, 702 142 881, 724 070 783, 383 322 357, 602 716 904, 725 441 501, 386 350 169, 702 050 789, 606 089 789, 602 688 487, +420221921111, +420 257 221 141, 382 211 300"
74,http://station17.prevent99.cz,https://www.prevent99.cz/kccb/,contact,"kccb@prevent99.cz, brozova@prevent99.cz, binderova@prevent99.czInfo","387 201 738, 724 070 783"
75,http://station17.prevent99.cz,https://www.prevent99.cz/kontakty/,contact,"js@prevent99.czAdiktologick, nemec@prevent99.cz, pnz@prevent99.cz, cross@prevent99.czStation, harant@prevent99.cz, klajn@prevent99.cz, velkova@prevent99.cz, kcjh@prevent99.czKontaktn, nrp@prevent99.cz, podzimek@prevent99.cz, kccb@prevent99.czKontaktn, sc@prevent99.czDol, kancelar@prevent99.czTel, nemcova@prevent99.cz, sas@prevent99.czCross, nrp@prevent99.czPodpora, spot@prevent99.cz, cppr@prevent99.czPodpora, asv@prevent99.czKontaktn, ap.strakonice@prevent99.czAdiktologick, platzerova@prevent99.cz, kcst@prevent99.czPoradna, station17@prevent99.czSPOT, kcpt@prevent99.czKontaktn, dc@prevent99.czAdiktologick, cadova@prevent99.cz, ap@prevent99.czAdiktologick, ap.prachatice@prevent99.czSubstitu","601 506 043, 386 350 380, 725 708 078, 607 038 140, 723 527 512, 725 935 787, 720 960 314, 602 570 366, 387 201 738, 607 814 542, 725 952 177, 725 581 884, 727 885 787, 727 961 840, 607 770 655, 388 310 147, 601 536 872, 725 775 509, 725 456 750, 212818883, 724 020 311, 702 142 881, 383 322 357, 602 716 904, 725 441 501, 702 050 789, 606 089 789"
76,http://station17.prevent99.cz,https://www.prevent99.cz/o-nas/stiznost/,contact,"posta@mpsv.cz, info@helcom.cz, kancelar@prevent99.cz","+420386720600, +420221921111, +420 257 221 141"
77,http://station17.prevent99.cz,https://www.prevent99.cz/kcjh/,contact,"stastka@prevent99.cz, kcjh@prevent99.cz","727 915 927, 725 935 787"
78,http://station17.prevent99.cz,https://www.prevent99.cz/station17/#kontakt,contact,kolman@prevent99.cz,"+420 725 952 177, 212818883, +420 601 531 511"
79,http://station17.prevent99.cz,https://www.prevent99.cz/o-nas/,contact,oznameni@avpo.cztelefonicky,420 739 655
80,http://station17.prevent99.cz,https://www.prevent99.cz/kcst/,contact,"vacikova@prevent99.czV, kcst@prevent99.czWeb","383 322 357, +420 725 708 078, 388 310 147, 386 350 169, 736 634 126, +420 725 839 389, 775588533, 775 567 704, 387 201 738"
81,http://station17.prevent99.cz,https://www.prevent99.cz/kcpt/,contact,"bauerova@prevent99.czV, kcpt@prevent99.cz","381 255 999, +420 725 708 078, 388 310 147, 602 688 487, 736 634 126, 775 567 704, 387 201 738, 382 211 300"
82,http://www.dchcb.cz/,http://www.dchcb.cz/,main,sekretariat@dchcb.charita.cz,"604 203 230, 731 604 400, 100003993, 737 163 475, 736 699 287, 732 474 234, 703 401 260, 731 402 803, 731 441 760, 731 441 761, 731 680 448, 737 420 274, 734 284 901, 603 281 404, 731 604 163, 732 250 873, 604 192 817, 739 529 373, 734 495 368, 608 813 721, 732 474 234"
83,http://www.dchcb.cz/,http://www.dchcb.cz/jak-pomahame/,contact,sekretariat@dchcb.charita.cz,"100003993, 732 474 234"
84,http://www.dchcb.cz/,http://www.dchcb.cz/kontakty/,contact,sekretariat@dchcb.charita.cz,"604 203 230, 731 604 400, 100003993, 737 163 475, 736 699 287, 732 474 234, 703 401 260, 731 402 803, 731 441 760, 731 441 761, 731 680 448, 737 420 274, 734 284 901, 603 281 404, 731 604 163, 732 250 873, 604 192 817, 739 529 373, 734 495 368, 608 813 721, 732 474 234"
85,http://www.dchcb.cz/,https://www.dchcb.cz/kdo-jsme/adresar/?tab=people&show=organizace,contact,sekretariat@dchcb.charita.cz,"604 203 230, 731 604 400, 100003993, 737 163 475, 736 699 287, 732 474 234, 703 401 260, 731 402 803, 731 441 760, 731 441 761, 731 680 448, 737 420 274, 734 284 901, 603 281 404, 731 604 163, 732 250 873, 604 192 817, 739 529 373, 734 495 368, 608 813 721, 732 474 234"
86,http://www.pdz.cz/,http://www.pdz.cz/,main,"hana.rysava@pdz.cz, pdz-na@pdz.cz, pdz-uo@pdz.cz, magdalena.plivova@pdz.cz, petr.pavlicek@pdz.cz, zuzana.kucerova@pdz.cz, lucie.urielova@pdz.cz, pdz-hk@pdz.cz, pdz-pce@pdz.cz, dajeinfo@pdz.cz, marek.fiala@pdz.cz, info@pdz.cz, ludmila.karelova@pdz.cz, pdz-jc@pdz.cz, romana.drboutova@pdz.cz, jitka.jedlickova@pdz.cz, hana.cermakova@pdz.cz, monika.kasikova@pdz.cz, martina.voborilova@pdz.cz, ondrej.balog@pdz.cz, petra.tomsova@pdz.cz, pdz-cr@pdz.cz, pdz-rk@pdz.cz","1552530 02, 731 529 103, 774 915 755, 777 119 214, 777 454 573, 494 322 025, 778 526 216, 777 477 256, 121 407 932, 737 598 466, 770 181 223, 777 752 819, 465 381 521, 1165562 01, 778 771 709, +420 778 530 844, 778 116 140, 773 915 753, 773 747 147, 731 148 177, 734 637 519, 493 592 554, +420 731 148 177, 778 112 248, +420 466 400 116, 773 071 489, +420 466 400 116, 778 530 844, 1492516 01"
