,Base Website,Scraped Page,Page Type,Emails,Phone Numbers
19,http://www.proximasociale.cz,http://www.proximasociale.cz/proxima-sociale/kontakty/,contact,"nozarova@proximasociale.cz, prevence-ms@proximasociale.cz, prevence@proximasociale.cz, podporarodiny@proximasociale.cz, poradna@proximasociale.cz, leksova@proximasociale.cz, office@proximasociale.cz, probace@proximasociale.cz","+420 775 610 001, +420 777 471 807, +420 775 637 050, +420 777 773 957, +420 277 007 280, +420 777 471 800, +420 777 249 002, +420 774 610 017, +420 777 471 805, +420 775 561 040, +420 241 770 232, +420 773 945 577, +420 777 471 803, +420 775 413 551, +420 773 740 239, +420 775 610 453, +420 777 471 805, +420 775 413 548, +420 777 778 117, +420 775 608 508, +420 777 471 800, 584204024, +420 777 471 828, +420 775 637 050"
20,http://www.proximasociale.cz,http://www.proximasociale.cz/proxima-sociale/o-nas/,contact,,
21,https://hb.charita.cz,https://hb.charita.cz,main,sekretariat@charitahb.cz,"777 736 040, 569 431 149, 569 333 675, 737 899 092, 777 665 582, 603 845 132, 739 579 006, 569 333 679, 569 426 070, 734 455 132, 210656667, 777 736 062, 777 736 063, 731 604 786, 777 736 043, 731 604 757, 604 499 436, 731 604 768, 735 152 976, 777 736 060, 737 223 898, 565 532 108, 561 110 044, 734 435 226, 731 514 747, 731 604 743, 569 426 070, 777 736 047, 777 630 447"
22,https://hb.charita.cz,https://hb.charita.cz/kdo-jsme/kontakty/,contact,sekretariat@charitahb.cz,"569 333 675, 731 604 757, 734 435 226, 734 455 132, 210656667, 604 499 436, 777 736 063, 569 426 070, 777 665 582, 731 604 768, 777 736 043, 777 630 447, 777 736 060"
23,https://hb.charita.cz,https://hb.charita.cz/o-charite/kontakty/,contact,sekretariat@charitahb.cz,"777 736 040, 569 431 149, 569 333 675, 737 899 092, 777 665 582, 603 845 132, 739 579 006, 569 333 679, 569 426 070, 734 455 132, 210656667, 777 736 062, 777 736 063, 731 604 786, 777 736 043, 731 604 757, 604 499 436, 731 604 768, 735 152 976, 777 736 060, 737 223 898, 565 532 108, 561 110 044, 734 435 226, 731 514 747, 731 604 743, 569 426 070, 777 736 047, 777 630 447"
24,https://hb.charita.cz,https://hb.charita.cz/o-charite/napsali-o-nas/,contact,sekretariat@charitahb.cz,"569 426 070, 210656667"
25,http://www.psy-dobiasova.cz/,http://www.psy-dobiasova.cz/,main,"dana.dobiasova@centrum.cz, pipni@pipni.cz",731171454
26,http://www.psy-dobiasova.cz/,http://www.psy-dobiasova.cz/kontakt.html,contact,pipni@pipni.cz,
27,https://charitafm.cz,https://charitafm.cz,main,info@charitafm.cz,"733 741 897, 732 997 148, 211285805, 737 245 265, 731 694 749, 732 746 536, 731 688 521, 605 121 471, 737 627 872, 733 676 671, 731 163 087, 731 688 521, 731 697 569, 733 433 177, 603 356 766, 603 977 984, 733 676 687, 734 762 193, 737 263 877"
28,https://charitafm.cz,https://charitafm.cz/kontakty2/kontakty-lide/,contact,info@charitafm.cz,"211285805, 737 245 265, 731 694 749, 605 121 471, 737 627 872, 731 697 569, 731 688 521, 733 433 177, 603 977 984, 734 762 193, 737 263 877, 733 741 897, 732 997 148, 732 746 536, 731 688 521, 733 676 671, 731 163 087, 603 356 766, 733 676 687"
29,https://charitafm.cz,https://charitafm.cz/kontakty2/,contact,info@charitafm.cz,"731 688 521, 731 688 521, 211285805"
30,https://charitafm.cz,https://charitafm.cz/kontakty2/kontakty-sluzby/,contact,info@charitafm.cz,"731 688 521, 731 688 521, 211285805"
31,https://phdr-anna-kotrcova.zdravotniregistr.cz/,https://phdr-anna-kotrcova.zdravotniregistr.cz/,main,,+420 733 665 632
32,http://www.slunce.info/,http://www.slunce.info/,main,,"390362399, 396865309"
33,http://www.psychamb.cz,http://www.psychamb.cz,main,,
34,http://www.slezskadiakonie.cz/,http://www.slezskadiakonie.cz/,main,"h.mihulkova@slezskadiakonie.cz, ustredi@slezskadiakonie.cz, h.klusova@slezskadiakonie.cz, m.vrbovska@slezskadiakonie.cz, v.nyberova@slezskadiakonie.cz, v.sasynova@slezskadiakonie.cz, l.waszutova@slezskadiakonie.cz, m.stebel@slezskadiakonie.cz, r.nedelova@slezskadiakonie.cz","558 764 333, 737 212 774, +420 558 764 333, 558 764 371, 734 521 451, 558 764 370, 558 764 335, 558 764 320, 731 670 774, 558 764 312, 731 120 262, 604 229 619, 730 166 120, 558 764 372"
35,http://www.slezskadiakonie.cz/,http://www.slezskadiakonie.cz/o-nas,contact,ustredi@slezskadiakonie.cz,558 764 333
36,http://www.slezskadiakonie.cz/,http://www.slezskadiakonie.cz/o-nas/,contact,ustredi@slezskadiakonie.cz,558 764 333
37,http://www.slezskadiakonie.cz/,http://www.slezskadiakonie.cz/kariera/kontakty-personaliste/,contact,"h.mihulkova@slezskadiakonie.cz, ustredi@slezskadiakonie.cz, m.vrbovska@slezskadiakonie.cz, v.nyberova@slezskadiakonie.cz, v.sasynova@slezskadiakonie.cz, l.waszutova@slezskadiakonie.cz","737 212 774, 558 764 333, 558 764 371, 734 521 451, 558 764 370, 558 764 320, 731 670 774, 558 764 312, 731 120 262, 604 229 619, 558 764 372"
38,http://www.slezskadiakonie.cz/,https://www.slezskadiakonie.cz/kontakty/ustredi-slezske-diakonie/,contact,"h.klusova@slezskadiakonie.cz, m.stebel@slezskadiakonie.cz, r.nedelova@slezskadiakonie.cz, ustredi@slezskadiakonie.cz","730 166 120, 558 764 333, 558 764 335"
39,http://www.slezskadiakonie.cz/,http://www.slezskadiakonie.cz/kontakty/,contact,ustredi@slezskadiakonie.cz,558 764 333
40,https://psychiatrie-psychologie-kvary.webnode.cz/,https://psychiatrie-psychologie-kvary.webnode.cz/,main,"psychologie.vachova@gmail.com, psych.sestra@gmail.com, foxmedical.lekar@gmail.com","353 364 158, +420 353 112 272"
41,https://psychiatrie-psychologie-kvary.webnode.cz/,https://psychiatrie-psychologie-kvary.webnode.cz/o-nas/,contact,,
42,https://psychiatrie-psychologie-kvary.webnode.cz/,https://psychiatrie-psychologie-kvary.webnode.cz/kontakt/,contact,"psychologie.vachova@gmail.com, psych.sestra@gmail.com, foxmedical.lekar@gmail.com",+420 353 112 272
43,http://www.sance.chrudim.cz/,http://www.sance.chrudim.cz/,main,sance@sance.chrudim.cz,"469 623 501, 734 154 528, 739 672 034, 521251026, 734 233 008, 734 853 396, 733 747 746"
44,http://www.sance.chrudim.cz/,http://www.sance.chrudim.cz/napsali-o-nas-sance-pro-tebe-v-mediich-568/,contact,sance@sance.chrudim.cz,469 623 501
45,http://www.sance.chrudim.cz/,http://www.sance.chrudim.cz/kontakty-396/,contact,sance@sance.chrudim.cz,"469 623 501, 734 154 528, 739 672 034, 521251026, 734 233 008, 734 853 396, 733 747 746"
46,https://domov-plzen.cz/,https://domov-plzen.cz/,main,"baslova@domov-plzen.cz, socialni@domov-plzen.cz, cervankova@domov-plzen.cz","420 731 632, +420 733 555 991, 420 733 555"
47,https://domov-plzen.cz/,https://domov-plzen.cz/kontakt/,contact,"baslova@domov-plzen.cz, socialni@domov-plzen.cz, cervankova@domov-plzen.cz","420 733 555, 420 731 632, +420 733 555 991"
48,https://tabor.charita.cz,https://tabor.charita.cz,main,"auritus@tabor.charita.cz, info@tabor.charita.cz","605 792 195, 381 255 998, 739 605 834, 604 671 387, 739 082 765, 734 139 383, 381 255 998, 733 154 793, 736 256 987, 739 082 765, 381 255 999"
49,https://tabor.charita.cz,https://tabor.charita.cz/jak-pomahame/auritus-centrum-adiktologickych-sluzeb/kontaktni-centrum-auritus/,contact,"auritus@tabor.charita.cz, info@tabor.charita.cz","381 255 999, 739 082 765, 381 255 998"
50,https://tabor.charita.cz,https://tabor.charita.cz/jak-pomahame/auritus-centrum-adiktologickych-sluzeb/kontaktni-centrum-auritus/kontaktni-mistnost/,contact,info@tabor.charita.cz,"739 082 765, 381 255 999, 381 255 998"
51,https://tabor.charita.cz,https://tabor.charita.cz/kontakty/,contact,info@tabor.charita.cz,"605 792 195, 739 605 834, 381 255 998, 604 671 387, 739 082 765, 734 139 383, 381 255 998, 733 154 793, 736 256 987, 739 082 765, 381 255 999"
52,https://tabor.charita.cz,https://tabor.charita.cz/jak-pomahame/,contact,info@tabor.charita.cz,"739 082 765, 381 255 998"
53,https://tabor.charita.cz,https://tabor.charita.cz/kdo-jsme/adresar/,contact,info@tabor.charita.cz,"739 082 765, 381 255 998, 736 256 987, 381 255 998"
54,https://susicka.info/,https://susicka.info/,main,,607691975
55,https://veronikagalusova.cz,https://veronikagalusova.cz,main,"monikahonzikovahk@gmail.com, olga.blabolilova@gmail.com, E-mailgalusova.veronika@email.cz, galusova.veronika@email.cz","+420 778 04 88 19, 604 319 224, 601 326 939, 778 04 88 19"
56,https://veronikagalusova.cz,https://veronikagalusova.cz/kontakt2/,contact,E-mailgalusova.veronika@email.cz,+420 778 04 88 19
57,https://www.animaviva.cz,https://www.animaviva.cz,main,"manazer.opava@animaviva.cz, koordinator.zamozp@animaviva.cz, poradna@animaviva.cz, asistentka@animaviva.cz, centrum.opava@animaviva.cz","739 404 488, 739 404 544, 553 821 301, 731 177 812, 737 500 030, 420776738"
58,https://www.animaviva.cz,https://www.animaviva.cz/kontakt,contact,"manazer.opava@animaviva.cz, asistentka@animaviva.cz, poradna@animaviva.cz, koordinator.zamozp@animaviva.cz, centrum.opava@animaviva.cz","739 404 488, 737 500 030, 420776738, 739 404 544, 553 821 301, 731 177 812"
59,http://www.psychoterapeut-liberec.cz/,http://www.psychoterapeut-liberec.cz/,main,andrea.pirkova@gmail.com,
60,http://www.psychoterapeut-liberec.cz/,http://www.psychoterapeut-liberec.cz/kontakt.html,contact,andrea.pirkova@gmail.com,
61,http://www.psychologsh.cz/,http://www.psychologsh.cz/,main,,"+420 725 614 463, 603 835 503, 725 614 463, +420 603 835 503"
62,http://www.psychologsh.cz/,http://www.psychologsh.cz/kontakt.php,contact,,"+420 725 614 463, 603 835 503, 725 614 463, +420 603 835 503"
63,http://www.psycholog-slezsko.cz/,http://www.psycholog-slezsko.cz/,main,adresainfo@psycholog-slezsko.czFacebookFacebookOtev,+420 725 980 433
64,http://www.psycholog-slezsko.cz/,http://www.psycholog-slezsko.cz/#kontakt,contact,adresainfo@psycholog-slezsko.czFacebookFacebookOtev,+420 725 980 433
65,https://pestalozzi.cz,https://pestalozzi.cz,main,pestalozzi@pestalozzi.cz,428968136
66,https://pestalozzi.cz,https://pestalozzi.cz/darci/organizace/,contact,pestalozzi@pestalozzi.cz,428968136
67,https://pestalozzi.cz,https://pestalozzi.cz/rubrika/rekli-o-nas/,contact,pestalozzi@pestalozzi.cz,428968136
68,https://pestalozzi.cz,https://pestalozzi.cz/kontakty/,contact,pestalozzi@pestalozzi.cz,428968136
69,http://www.r-mosty.cz,http://www.r-mosty.cz,main,"499poradna@r-mosty.cz, kancelar@r-mosty.cz","+420 723 890 495, +420 736 480 663, +420 326 723 005, +420 601 557 991, +420 774 988 787, 503402133, 326 723 005, +420 604 134 233, +420 601 584 690, +420 702 019 556, +420 222 221 644, +420 774 977 633, +420 725 320 498, +420 725 320 499, +420 222 581 241, +420 725 595 562, +420 722 910 849, +420 222 581241, +420 725 345 594, +420 608 43 53 55"
70,http://www.r-mosty.cz,http://www.r-mosty.cz/kontakty,contact,"499poradna@r-mosty.cz, kancelar@r-mosty.cz","+420 723 890 495, +420 736 480 663, 326 723 005, +420 604 134 233, +420 601 584 690, +420 725 320 498, +420 725 320 499, +420 222 581 241, +420 725 595 562, +420 722 910 849, +420 222 581241, +420 725 345 594, +420 326 723 005, +420 601 557 991, +420 774 988 787, 503402133, +420 702 019 556, +420 222 221 644, +420 774 977 633, +420 608 43 53 55"
71,http://www.psychicus.cz,http://www.psychicus.cz,main,,"731 692 505, +420 731 692 505, 280274189"
72,http://www.psychicus.cz,https://psychicus.cz/nas-tym/,contact,,+420 731 692 505
73,http://www.psychicus.cz,https://psychicus.cz/kontakt/,contact,,+420 731 692 505
74,http://www.psychicus.cz,http://www.psychicus.cz/kontakt/,contact,,+420 731 692 505
75,http://www.varenkova.cz/,http://www.varenkova.cz/,main,info@varenkova.cz,+420 603 170 040
76,http://www.varenkova.cz/,https://varenkova.cz/#kontakt,contact,info@varenkova.cz,+420 603 170 040
77,http://www.sance.chrudim.cz,http://www.sance.chrudim.cz,main,sance@sance.chrudim.cz,"469 623 501, 734 154 528, 739 672 034, 521251026, 734 233 008, 734 853 396, 733 747 746"
78,http://www.sance.chrudim.cz,http://www.sance.chrudim.cz/napsali-o-nas-sance-pro-tebe-v-mediich-568/,contact,sance@sance.chrudim.cz,469 623 501
79,http://www.sance.chrudim.cz,http://www.sance.chrudim.cz/kontakty-396/,contact,sance@sance.chrudim.cz,"469 623 501, 734 154 528, 739 672 034, 521251026, 734 233 008, 734 853 396, 733 747 746"
80,http://www.stred.info,http://www.stred.info,main,email@stred.info,+420 568 843 732
81,http://www.stred.info,http://www.stred.info/o-nas/,contact,email@stred.info,+420 568 843 732
82,http://www.stred.info,http://www.stred.info/kontakty/,contact,email@stred.info,+420 568 843 732
83,https://phdr-jiri-bauer-phd.webnode.cz/,https://phdr-jiri-bauer-phd.webnode.cz/,main,bauer.j@volny.cz,
84,https://phdr-jiri-bauer-phd.webnode.cz/,https://phdr-jiri-bauer-phd.webnode.cz/o-nas/,contact,bauer.j@volny.cz,
85,http://www.vithoigr.cz/,http://www.vithoigr.cz/,main,,
86,https://cdz8.cz/,https://cdz8.cz/,main,info@cdz8.cz,"420 734 785, 734 785 000"
87,https://cdz8.cz/,https://www.cdz8.cz/kontakt/,contact,info@cdz8.cz,"420 734 785, 734 785 000"
88,http://www.ppppraha.cz/,http://www.ppppraha.cz/,main,"ljarkovska@ppppraha.cz, ppickova@ppppraha.cz, msteinerova@ppppraha.cz, atanzerova@ppppraha.cz, mpavelkova@ppppraha.cz, hmoravcova@ppppraha.cz, djucovicova@ppppraha.cz, lbosova@ppppraha.cz, mtresnakova@ppppraha.cz, kdvorakova@ppppraha.cz, ttrckova@ppppraha.cz, mgrulova@ppppraha.cz, mjaresova@ppppraha.cz, idanova@ppppraha.cz, aruzickova@ppppraha.cz, opohlova@ppppraha.cz, jjustova@ppppraha.cz, zskluzackova@ppppraha.cz, lstankova@ppppraha.cz, hskrivankova@ppppraha.cz, rmikova@ppppraha.cz, isojakova@ppppraha.cz, slopaurova@ppppraha.cz, kfortova@ppppraha.cz, lmosnerova@ppppraha.cz, gjarolimkova@ppppraha.cz, bruzickova@ppppraha.cz, jvostalova@ppppraha.cz, kpalajova@ppppraha.cz, mneprasova@ppppraha.cz, mhejnova@ppppraha.cz, ilipcakova@ppppraha.cz, ahercikova@ppppraha.cz, amichalova@ppppraha.cz, imrzilkova@ppppraha.cz, kzajickova@ppppraha.cz, poradna@ppppraha.cz, lmaruskova@ppppraha.cz, amasova@ppppraha.cz, dstabrnakova@ppppraha.cz, metodikprevence@ppppraha.cz, jholcnerova@ppppraha.cz, mveresova@ppppraha.cz, hdvorakova@ppppraha.cz","267 997 052, 267 997 018, 267 997 027, 267 997 020, 267 997 031, 267 997 022, 267 997 011, 267 997 032, 267 997 021"
89,http://www.ppppraha.cz/,http://www.ppppraha.cz/kontakty.aspx,contact,"ljarkovska@ppppraha.cz, ppickova@ppppraha.cz, msteinerova@ppppraha.cz, atanzerova@ppppraha.cz, mpavelkova@ppppraha.cz, hmoravcova@ppppraha.cz, djucovicova@ppppraha.cz, lbosova@ppppraha.cz, mtresnakova@ppppraha.cz, kdvorakova@ppppraha.cz, ttrckova@ppppraha.cz, mgrulova@ppppraha.cz, mjaresova@ppppraha.cz, idanova@ppppraha.cz, aruzickova@ppppraha.cz, opohlova@ppppraha.cz, jjustova@ppppraha.cz, zskluzackova@ppppraha.cz, lstankova@ppppraha.cz, hskrivankova@ppppraha.cz, rmikova@ppppraha.cz, isojakova@ppppraha.cz, slopaurova@ppppraha.cz, kfortova@ppppraha.cz, lmosnerova@ppppraha.cz, gjarolimkova@ppppraha.cz, bruzickova@ppppraha.cz, jvostalova@ppppraha.cz, kpalajova@ppppraha.cz, mneprasova@ppppraha.cz, mhejnova@ppppraha.cz, ilipcakova@ppppraha.cz, ahercikova@ppppraha.cz, amichalova@ppppraha.cz, imrzilkova@ppppraha.cz, kzajickova@ppppraha.cz, poradna@ppppraha.cz, lmaruskova@ppppraha.cz, amasova@ppppraha.cz, dstabrnakova@ppppraha.cz, metodikprevence@ppppraha.cz, jholcnerova@ppppraha.cz, mveresova@ppppraha.cz, hdvorakova@ppppraha.cz","267 997 052, 267 997 018, 267 997 027, 267 997 020, 267 997 031, 267 997 022, 267 997 011, 267 997 032, 267 997 021"
90,http://www.vidacr.cz/,http://www.vidacr.cz/,main,"erkapodgornych@vidacr.cz, erhendrych@vidacr.cz, nkolin@vidacentrum.cz, plzen@vidacentrum.cz, vida@vidacr.czweb, umperksumperk@vidacentrum.cz, krakovnik@vidacentrum.cz, litomerice@vidacentrum.cz, k@vidacentrum.cz, prachatice@vidacentrum.czPraha, prachatice@vidacentrum.cz, rakovnik@vidacentrum.cz, Prahapraha@vidacentrum.cz, Brnobrno@vidacentrum.cz, brno@vidacentrum.cz, styblikova@vidacr.czTelefon, brno@vidacentrum.czJemnice, Pardubicepardubice@vidacentrum.cz, kolin@vidacentrum.cz, praha@vidacentrum.cz, sumperk@vidacentrum.cz, pardubice@vidacentrum.czPlze, pardubice@vidacentrum.cz, plzen@vidacentrum.czPrachatice, vida@vidacr.cz, icelitomerice@vidacentrum.cz, kolin@vidacentrum.czLitom, Prachaticeprachatice@vidacentrum.cz, jemnice@vidacentrum.cz, litomerice@vidacentrum.czPardubice, praha@vidacentrum.czRakovn, jemnice@vidacentrum.czKol, Jemnicejemnice@vidacentrum.cz","775 585 155, +420 775 585 156, 775 585 153, +420 775 585 153, 775 585 156, 215178359, +420 233 372 668, 775 585 163, +420 775 585 160, 775 585 154, +420 775 585 154, 775 585 158, 775 585 159, +420 775 585 158, 775 585 157, +420 602 758 698, +420 775 585 155, 775 585 160, +420 775 585 159, 775 585 162, +420 775 585 351"
91,http://www.vidacr.cz/,http://www.vidacr.cz/o-nas/,contact,"erkapodgornych@vidacr.cz, erhendrych@vidacr.cz, nkolin@vidacentrum.cz, plzen@vidacentrum.cz, umperksumperk@vidacentrum.cz, krakovnik@vidacentrum.cz, litomerice@vidacentrum.cz, k@vidacentrum.cz, prachatice@vidacentrum.cz, Prahapraha@vidacentrum.cz, Brnobrno@vidacentrum.cz, brno@vidacentrum.cz, styblikova@vidacr.czTelefon, Pardubicepardubice@vidacentrum.cz, kolin@vidacentrum.cz, praha@vidacentrum.cz, sumperk@vidacentrum.cz, pardubice@vidacentrum.cz, vida@vidacr.cz, icelitomerice@vidacentrum.cz, Prachaticeprachatice@vidacentrum.cz, jemnice@vidacentrum.cz, Jemnicejemnice@vidacentrum.cz","775 585 155, 775 585 156, 775 585 163, +420 775 585 160, +420 775 585 154, 775 585 159, +420 775 585 158, +420 602 758 698, +420 775 585 155, 775 585 160, +420 775 585 159, +420 775 585 351, +420 775 585 156, 775 585 153, +420 775 585 153, +420 233 372 668, 775 585 154, 775 585 158, 775 585 157, 775 585 162"
92,http://www.vidacr.cz/,http://www.vidacr.cz/kontakt/,contact,"plzen@vidacentrum.cz, vida@vidacr.czweb, litomerice@vidacentrum.cz, k@vidacentrum.cz, prachatice@vidacentrum.czPraha, prachatice@vidacentrum.cz, rakovnik@vidacentrum.cz, brno@vidacentrum.cz, brno@vidacentrum.czJemnice, kolin@vidacentrum.cz, praha@vidacentrum.cz, pardubice@vidacentrum.czPlze, sumperk@vidacentrum.cz, pardubice@vidacentrum.cz, plzen@vidacentrum.czPrachatice, vida@vidacr.cz, kolin@vidacentrum.czLitom, jemnice@vidacentrum.cz, litomerice@vidacentrum.czPardubice, praha@vidacentrum.czRakovn, jemnice@vidacentrum.czKol","775 585 159, 775 585 155, 775 585 153, 775 585 156, 775 585 157, 215178359, +420 233 372 668, 775 585 160, 775 585 162, 775 585 163, 775 585 154, 775 585 158"
93,https://www.alzheimerporadnavysocina.cz,https://www.alzheimerporadnavysocina.cz,main,"rypalova.m@alzheimerporadnavysocina.cz, matejkova.m@sockv.cz, epodatelna@sockv.cz","733 629 018, +420 733 629 018, +420 734 641 644"
94,https://www.alzheimerporadnavysocina.cz,https://www.alzheimerporadnavysocina.cz/kontakt,contact,"rypalova.m@alzheimerporadnavysocina.cz, matejkova.m@sockv.cz, epodatelna@sockv.cz","+420 733 629 018, +420 734 641 644"
95,https://www.alzheimerporadnavysocina.cz,mailto:matejkova.m@domovzdirec.cz,contact,,
96,https://www.alzheimerporadnavysocina.cz,https://www.alzheimerporadnavysocina.cz/o-nas,contact,rypalova.m@alzheimerporadnavysocina.cz,"+420 733 629 018, 733 629 018"
97,https://saintmedical.cz,https://saintmedical.cz,main,"tomas.pulkrab@saintmedical.cz, recepce@saintmedical.cz","+420 773 334 100, +420 725 940 980, +420 725 940 981"
98,https://saintmedical.cz,https://saintmedical.cz/#onas,contact,"tomas.pulkrab@saintmedical.cz, recepce@saintmedical.cz","+420 773 334 100, +420 725 940 980, +420 725 940 981"
99,https://saintmedical.cz,https://saintmedical.cz/#kontakt,contact,"tomas.pulkrab@saintmedical.cz, recepce@saintmedical.cz","+420 773 334 100, +420 725 940 980, +420 725 940 981"
100,https://saintmedical.cz,https://saintmedical.cz#kontakt,contact,"tomas.pulkrab@saintmedical.cz, recepce@saintmedical.cz","+420 773 334 100, +420 725 940 980, +420 725 940 981"
101,https://www.alfafarm.cz,https://www.alfafarm.cz,main,,"604 572 428, 577 220 444, 725 433 445, 723 298 786, 604 117 180"
102,https://www.alfafarm.cz,https://alfafarm.cz/kontakty/,contact,,"604 572 428, 723 298 786, 604 117 180, 577 220 444, 725 433 445"
103,https://poliklinikaparnik.cz/,https://poliklinikaparnik.cz/,main,recepce@poliklinikaparnik.cz,281 863 161
104,http://www.psychoterapie-iz.cz/,http://www.psychoterapie-iz.cz/,main,,+420 774 97 97 14
105,http://www.psychoterapie-iz.cz/,http://www.psychoterapie-iz.cz/index.php/kontakt,contact,,"774 97 97 14, +420 774 97 97 14"
106,https://pppcl.cz/,https://pppcl.cz/,main,,"778 499 169, 487 522 179, 102577064, 728 541 505"
107,https://pppcl.cz/,https://pppcl.cz/kontaktujte-nas/,contact,,"778 499 169, 487 522 179, 102577064, 728 541 505"
108,http://www.ulita.cz/,http://www.ulita.cz/,main,"recepce@ulita.cz, info@ulita.cz","000 2000 18, 432010 000, 271 776 167, 200018383, 250048234, 606 611 920, 271 774 726, 910 256 038, 222 990 330"
109,http://www.ulita.cz/,http://www.ulita.cz/kontakty,contact,"recepce@ulita.cz, info@ulita.cz","000 2000 18, 432010 000, 271 776 167, 200018383, 250048234, 606 611 920, 271 774 726, 910 256 038, 222 990 330"
